Peril,Roof Type,Impact Resistant Class Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30+
Other Wind and Hail,Plastic,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Reinforced Plastic,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Reinforced Plastic,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Reinforced Plastic,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Slate,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Slate,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Slate,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Tar,0.0,0.9297,0.9297,0.9297,0.9297,0.9297,1.1015,1.2653,1.4226,1.5746,1.722,1.8656,2.0058,2.143,2.2774,2.4094,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391
Other Wind and Hail,Tar,3.0,0.7438,0.7438,0.7438,0.7438,0.7438,0.8812,1.0122,1.1381,1.2597,1.3776,1.4925,1.6046,1.7144,1.8219,1.9275,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313
Other Wind and Hail,Tar,4.0,0.6238,0.6238,0.6238,0.6238,0.6238,0.7391,0.849,0.9545,1.0565,1.1554,1.2518,1.3458,1.4379,1.5281,1.6166,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037
Other Wind and Hail,Unknown,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Unknown,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Unknown,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Wood Shake,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Wood Shake,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Wood Shake,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,No Data,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,No Data,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,No Data,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Theft,Aluminum,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Aluminum,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Aluminum,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Asbestos,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Asbestos,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Asbestos,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Cloth,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Cloth,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Cloth,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Concrete Tile,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Concrete Tile,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Concrete Tile,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Composition Shingle,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Composition Shingle,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Composition Shingle,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Clay Tile,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Clay Tile,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Clay Tile,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Composition Over Wood,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Composition Over Wood,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Composition Over Wood,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Fiberglass Shingle,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Fiberglass Shingle,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Fiberglass Shingle,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Fiber Cement,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Fiber Cement,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Fiber Cement,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Resin Formed Shingle,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Resin Formed Shingle,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Resin Formed Shingle,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Foam,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Foam,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Foam,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Metal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Metal,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,Metal,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Theft,None,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,None,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,None,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Other,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Other,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Other,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Plastic,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Plastic,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Plastic,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Reinforced Plastic,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Reinforced Plastic,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Reinforced Plastic,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Slate,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Slate,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Slate,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Tar,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Tar,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Tar,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Unknown,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Unknown,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Unknown,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Wood Shake,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Wood Shake,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,Wood Shake,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,No Data,0.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,No Data,3.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Theft,No Data,4.0,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677,1.2677
Water,Aluminum,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Water,Aluminum,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Water,Aluminum,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
